// Sect Bonus Information - SECT.DAT
//
// Game Sects:
//   Ort = Orthodox
//   SAe = Sanctuary Aeon (Amaltheans)
//   Esk = Eskatonic
//   Inc = Incarnates
//   Ave = Avestites
//   Bro - Brother Battle
//   Men - Mendicant Monks (Hesychasts)
//   Sym = Symbiots, all Symbiot units are this sect
//   Vau = Vau, all Vau units are this sect
//
// This file is divided into Sect Galaxy, Planetary, and Individual Bonuses.
//
// The Sect of the Church on Holy Terra will have a Galaxy-wide bonus that is
// applied to all planets, structures, and units in the game.
//
// If the planet has a Church, then it will apply a Planetary Sect bonus
// to the planet.
//
// Each unit also has a Sect and they will receive a bonus from their
// individual Sect bonuses.
//
// + in front of a bonus description means it is additive
// * in front of a bonus description means it is that percentage increase
//
// Section G1 - Sect Galaxy Bonuses
//=============================================================================
//                                           SECT
//=============================================================================
//                           O     S     E     I     A     B     M     S     V 
//                           r     A     s     n     v     r     e     y     a 
//                           t     e     k     c     e     o     n     m     u 
//-----------------------------------------------------------------------------
"+Change Sect"             "35    25    12     2    45    20     5     0     0"
}
//
// Section P3 - Sect Planetary Unit Bonuses
//
// The Sect Planetary Miscellaneous Bonuses apply to all units on a
// planet with a Church of this Sect.
//======================================================================
//                                    SECT
//======================================================================
//                    O     S     E     I     A     B     M     S     V 
//                    r     A     s     n     v     r     e     y     a 
//                    t     e     k     c     e     o     n     m     u 
//----------------------------------------------------------------------
{ "P3"                                                                 
"+Healing Rate"      "0    10     0     0     0     0    10    10     5"
"+Plague"            "0   -10     0     0     0     0     0   -50   -25"
"+Experience"        "10    0    10     0     0    10    10     0     0"
"+Routing"           "0     0     0    10    10    10     0     0     0"
"+Rebellion"         "0     0     0    10     0     0     0     0     0"
"+Loyalty"           "10    0     0     0    10     0     0     0     0"
"+Ruin"              "0     0     0     0     0     0     0     0     0"
"*Upkeep"            "0     0   -10     0     0     0     0     0     0"
}
//
// Section I1 - Sect Individual Statistic Bonuses
//
// The Sect Individual Statistic Bonuses affect a unit's base statistics
//======================================================================
//                                    SECT
//======================================================================
//                    O     S     E     I     A     B     M     S     V 
//                    r     A     s     n     v     r     e     y     a 
//                    t     e     k     c     e     o     n     m     u 
//----------------------------------------------------------------------
{ "I1"                                                                 
"*Move Points"       "0     0     0     0     0     0     0     0     0"
"+Spotting"          "0     0     1     0     1     0     0     0     1"
"+Camouflage"        "0     1     0     1     0     0     0     0     0"
"+Agility"           "0     1     0     0     0     0     1     1     0"
"*Armor"             "0    10    10    10     0    10    10    10     0"
"*Psy Defense"       "0     0     0    50    50     0    10     0    50"
"+Accuracy"          "0     0     1     0     0     1     0     0     1"
"*Attack Strength"   "0     0     0     0    10    10     0    10     0"
}
// Section I2 - Sect Individual Combat Weaponry Bonuses
//
// The Sect Individual Combat Weaponry Bonuses affect a unit's combat weaponry
//===================================================================================================================
//                                                     SECT                                                  
//===================================================================================================================
//                      O          S          E          I          A          B          M           S          V
//                      r          A          s          n          v          r          e           y          a
//                      t          e          k          c          e          o          n           m          u
//-------------------------------------------------------------------------------------------------------------------
//                 +Acc  *AS  +Acc  *AS  +Acc  *AS  +Acc  *AS  +Acc  *AS  +Acc  *AS  +Acc  *AS  +Acc  *AS  +Acc  *AS 
//-------------------------------------------------------------------------------------------------------------------
{ "I2"                                                                                       
"Water"             "0    0     0    0     1    0     0    0     0    0     0    0     0    0     0    0     1    0"
"Indirect"          "0    0     0    0     1    0     0    0     0    0     0    0     0    0     0    0     1    0" 
"Air"               "0    0     0    0     1    0     0    0     0    0     0    0     0    0     0    0     1    0" 
"Direct"            "0    0     0    0     1    0     0    0     0    0     0    0     0    0     0    0     1    0" 
"Close"             "0    0     0    0     0    0     0    0     1   10     1   10     0    0     0    0     0    0" 
"Psy"               "0    0     0    0     0    0     0    0     0    0     0    0     0    0     0    0     0    0" 
"Ranged Space"      "0    0     0    0     1    0     0    0     0    0     0    0     0    0     0    0     1    0" 
"Direct Space"      "0    0     0    0     1    0     0    0     0    0     0    0     0    0     0    0     1    0" 
"Close Space"       "0    0     0    0     0    0     0    0     1   10     1   10     0    0     0    0     0    0" 
}
//
// Section I3 - Sect Individual Miscellaneous Bonuses
//
// The Sect Individual Miscellaneous Bonuses affect various unit abilities
// not covered under the previous Individual Sect Bonus sections
//======================================================================
//                                    SECT
//======================================================================
//                    O     S     E     I     A     B     M     S     V 
//                    r     A     s     n     v     r     e     y     a 
//                    t     e     k     c     e     o     n     m     u 
//----------------------------------------------------------------------
{ "I3"                                                                 
"+Healing Rate"      "0    10     0     0     0     0    10    10    10"
"+Plague"            "0   -10     0     0     0     0     0   -50   -25"
"+Experience"        "10    0    10     0     0    10    10     0     0"
"+Routing"           "0     0     0    10    10    10     0     0     0"
"+Rebellion"         "0     0     0    10     0     0     0     0     0"
"+Loyalty"           "10    0     0     0    10     0     0     0     0"
"+Ruin"              "0     0     0     0     0     0     0     0     0"
"*Upkeep"            "0     0   -10     0     0     0     0     0     0"
"+Change Sect"       "10   25    35    45    15    20     5     0     0"
}
